,T,P1,P2,runoff
11/12/1932,5.1,0,0,6.51
11/13/1932,4.7,0,0,6.08
11/14/1932,2.5,0,0,5.93
11/15/1932,3.6,0,0,5.79
11/16/1932,3.1,0,0,5.5
11/17/1932,1.5,0,0,5.23
11/18/1932,0.3,0,0,5.1
11/19/1932,2.3,0,0,4.98
11/20/1932,5.2,0,0,4.72
11/21/1932,7.6,8.8,4.2,4.85
11/22/1932,5.4,0.2,0.5,4.85
11/23/1932,6.5,0,0,4.59
11/24/1932,8.6,0,0.8,4.46
11/25/1932,9.6,4.3,4.2,4.33
11/26/1932,6.3,0,0,4.2
11/27/1932,4.4,4.7,4.9,3.75
11/28/1932,3.8,1.5,1.8,4.2
11/29/1932,2.5,0,0,3.75
11/30/1932,1.6,0,0,3.75
12/1/1932,1.9,0,0,3.53
12/2/1932,3.6,0,0.5,3.97
12/3/1932,3.6,0,0,3.86
12/4/1932,3.4,5.6,6.6,3.64
12/5/1932,3.1,0,0,3.64
12/6/1932,-2,0,0,2.98
12/7/1932,-2.2,0,0,3.09
12/8/1932,-3,7,3,2.79
12/9/1932,-1.6,3.6,0.5,3.09
12/10/1932,-0.2,0.1,0,3.2
12/11/1932,0.7,0,0,2.98
12/12/1932,0.7,0,0,3.09
12/13/1932,0,0,0,3.09
12/14/1932,2,0,0,3.09
12/15/1932,3.5,0,0,2.98
12/16/1932,4.7,0,0,3.09
12/17/1932,2.7,0,0,3.09
12/18/1932,1,0,0,2.79
12/19/1932,0.9,0,0,2.98
12/20/1932,1,0,0,2.79
12/21/1932,0.4,0,0,2.88
12/22/1932,2.7,0,0,2.7
12/23/1932,0.4,0,0,2.61
12/24/1932,2.1,1.7,0,2.61
12/25/1932,3.3,0.1,0,2.7
12/26/1932,0.5,0,0,2.7
12/27/1932,1.2,0,0,2.42
12/28/1932,-1.2,0,0,2.23
12/29/1932,-0.6,0,0,2.32
12/30/1932,-0.1,0,0,2.32
12/31/1932,0.5,0,0,2.23
1/1/1933,0.9,0,0,2.07
1/2/1933,0.4,0,0,2.16
1/3/1933,2.5,0,0,2.07
1/4/1933,2.5,1.4,2.8,2.25
1/5/1933,0.2,1.9,0,1.99
1/6/1933,-0.1,0,1.5,1.99
1/7/1933,-2.2,0,0,1.83
1/8/1933,0.1,5.6,5.6,1.91
1/9/1933,2.4,10.9,1.9,2.16
1/10/1933,0,0.6,0,2.07
1/11/1933,-3,0,0,1.59
1/12/1933,-3.9,0,0,1.52
1/13/1933,-4.2,0,0,1.52
1/14/1933,-4,0.1,0,1.59
1/15/1933,-3.8,0,0,1.75
1/16/1933,-2.7,0,0,1.75
1/17/1933,-1.5,0,0,1.75
1/18/1933,-1.6,2.1,3.2,1.75
1/19/1933,-1.2,0.2,0.3,1.83
1/20/1933,-1.7,0.6,0.1,1.67
1/21/1933,-5.3,0,0,1.67
1/22/1933,-6.8,0,0,1.59
1/23/1933,-8.3,0,0,1.59
1/24/1933,-8.6,0,0,1.59
1/25/1933,-7.9,0,0,1.59
1/26/1933,-7.6,0,0,1.59
1/27/1933,-5.9,0,0,1.59
1/28/1933,-4.5,0,0,1.59
1/29/1933,-2.2,0.4,0,1.59
1/30/1933,-0.3,4.5,6,1.67
1/31/1933,2.2,0.9,3.8,1.67
2/1/1933,2.5,0,0,1.52
2/2/1933,4.7,41.6,32,2.43
2/3/1933,4,9.6,11.4,10
2/4/1933,3.9,6.8,7,8.57
2/5/1933,7.1,0,0,7.78
2/6/1933,5,0,0,5.72
2/7/1933,3.5,8.6,6.8,4.56
2/8/1933,4.9,4.7,6.8,4.18
2/9/1933,5.2,0.2,0,5.06
2/10/1933,5.2,23,21.5,5.58
2/11/1933,1.4,0.2,2.8,6.28
2/12/1933,-1.8,4.5,0,4.31
2/13/1933,-2.2,0,0,3.74
2/14/1933,-0.2,0,0,3.52
2/15/1933,0.9,0,0,3.42
2/16/1933,-1.2,0,0,3.21
2/17/1933,-2.4,1.9,0.8,2.81
2/18/1933,-2.6,4.7,0.6,2.72
2/19/1933,-5.2,0.4,0.3,2.63
2/20/1933,-3.1,0.5,0.3,2.63
2/21/1933,-4.6,0,0.1,2.54
2/22/1933,-5.1,5.5,2.2,2.25
2/23/1933,-4.1,0.8,0,2.16
2/24/1933,-3.7,0,0,2.07
2/25/1933,-4.7,0,0,1.91
2/26/1933,-1.7,0,0,1.83
2/27/1933,0.5,0,0,1.91
2/28/1933,1.6,0,0,1.99
3/1/1933,2.4,0,0,1.99
3/2/1933,4.8,0,0,1.99
3/3/1933,6.8,1,0,2.25
3/4/1933,6.4,0.3,0.4,2.44
3/5/1933,5.4,8.3,4.3,2.9
3/6/1933,3.5,0,0,3
3/7/1933,4.4,5.8,5.1,2.81
3/8/1933,4,0.4,0.5,3
3/9/1933,4.7,0,0,2.72
3/10/1933,2.6,0,0,2.81
3/11/1933,3.3,0,0,2.9
3/12/1933,3.3,0,0,2.81
3/13/1933,4.6,0,0,3.21
3/14/1933,6.9,0,0,3.32
3/15/1933,6.6,0,0,3.42
3/16/1933,7.1,0,0,3.63
3/17/1933,7.6,2.8,4.4,3.63
3/18/1933,4.8,2.5,2.3,3.63
3/19/1933,8,12.5,9.9,3.21
3/20/1933,3.9,19.8,20,4.06
3/21/1933,0.7,0,0,3.85
3/22/1933,1.1,0,0,3.52
3/23/1933,1.2,0,0,3.63
3/24/1933,3.2,0,0,3.63
3/25/1933,2.5,0,0,3.96
3/26/1933,4.1,0,0,4.06
3/27/1933,5.7,0,0,4.18
3/28/1933,7,0,0,4.06
3/29/1933,8.4,0,0,5.06
3/30/1933,9.6,0,2.2,5.86
3/31/1933,5.7,1.5,0.6,6.14
4/1/1933,6.6,0,0,5.18
4/2/1933,5.4,0,0,5.18
4/3/1933,7.5,0,0,4.81
4/4/1933,10.2,0,0,4.94
4/5/1933,8.9,0,0,6.41
4/6/1933,9.4,0,0,7.16
4/7/1933,9.6,0,0,7.78
4/8/1933,9.4,1.9,2.2,7.78
4/9/1933,9.7,0,0,7.46
4/10/1933,12.2,0,0,7.62
4/11/1933,12.4,0,0,8.78
4/12/1933,12.1,14.9,15.1,11.2
4/13/1933,11.2,0.2,1,19.4
4/14/1933,9.1,0,0,15.6
4/15/1933,10.5,0,0,15.4
4/16/1933,11.4,0,0,16.1
4/17/1933,11.9,0,0,16.6
4/18/1933,11,9.5,7.1,16.6
4/19/1933,2.9,1.1,1,15.8
4/20/1933,3.1,5.1,5,12
4/21/1933,1.3,2.6,0.9,10.2
4/22/1933,1.6,6.4,6.6,8.95
4/23/1933,2,0.1,0,8.42
4/24/1933,6.7,0.3,1.4,8.6
4/25/1933,11.6,4.9,5,10
4/26/1933,9,2.8,5,14.2
4/27/1933,8.2,8.1,6.2,13.3
4/28/1933,9.5,5.1,1.5,13.1
4/29/1933,9.5,5.1,2.6,13.5
4/30/1933,12,6.4,2,15.1
5/1/1933,12.2,4.5,0.9,18.4
5/2/1933,13.6,0,0,21.2
5/3/1933,11.9,16.5,26.6,28.2
5/4/1933,11.2,0,0,28.2
5/5/1933,14.4,0,0,23.5
5/6/1933,11.9,0.7,1.6,22.4
5/7/1933,8.7,21.1,18.5,21.2
5/8/1933,7.7,5.4,8.4,23.2
5/9/1933,11.1,3.4,4.6,21.2
5/10/1933,7.5,3,4.6,21.8
5/11/1933,6,22.8,13.5,19.1
5/12/1933,7.4,7.2,5.1,17.8
5/13/1933,9.4,2.9,5.6,17.6
5/14/1933,9.7,17.7,19.5,19.6
5/15/1933,7.3,0,0.4,25.3
5/16/1933,10.8,1.6,2.6,20.2
5/17/1933,9.8,7.5,12.2,22.4
5/18/1933,11.4,0.3,0.3,24.7
5/19/1933,10.5,0,0,21.5
5/20/1933,12,0,0,20.4
5/21/1933,14.5,0,0,22.4
5/22/1933,15,0,0,24.7
5/23/1933,19.5,1.3,0,25.9
5/24/1933,14.1,7.9,14.4,25.3
5/25/1933,12.1,6.6,11.2,29.1
5/26/1933,7.4,4.2,5.8,25
5/27/1933,6.5,2.8,2.5,20.4
5/28/1933,7.2,10.5,10.3,18.6
5/29/1933,7.2,10.6,11.7,21
5/30/1933,8.4,3.3,4.1,21
5/31/1933,11.4,0.4,1.2,20.2
6/1/1933,8.4,10.6,10.9,20.4
6/2/1933,11.9,0,0,20.7
6/3/1933,14.4,0,0,22.4
6/4/1933,16.6,0,0,25.9
6/5/1933,17.2,0,0,31.4
6/6/1933,19,0,0,34.3
6/7/1933,16.3,0,0,35.3
6/8/1933,15,0,0,32.2
6/9/1933,14.4,0,0,28.1
6/10/1933,11.2,15.9,13.1,24.1
6/11/1933,9.7,15.6,9.8,22.6
6/12/1933,9.3,12.1,22.4,22.6
6/13/1933,11.2,2.6,1.5,23.5
6/14/1933,12.9,0.6,1,22.1
6/15/1933,14.2,13.2,4.3,23.8
6/16/1933,14.6,5.1,2.7,27.5
6/17/1933,15.1,11,14.3,29.4
6/18/1933,11.1,1.5,0.2,32.8
6/19/1933,11.9,3.4,6.8,24.7
6/20/1933,16,3.4,2.4,27.2
6/21/1933,10.5,14.9,16.5,34.3
6/22/1933,8.2,3,6.5,36.4
6/23/1933,11,3.3,1.4,28.1
6/24/1933,13.1,3.3,1,24.1
6/25/1933,12.4,8.2,14.2,27.4
6/26/1933,12.2,3,3.8,30.4
6/27/1933,14.1,0,0.5,26.8
6/28/1933,13.5,11.5,12.1,24.7
6/29/1933,9.7,10.7,11.9,28.4
6/30/1933,11.4,1.9,1,27.8
7/1/1933,12.5,0,0,24.1
7/2/1933,16.3,0,0,23.8
7/3/1933,17,0,0,26.2
7/4/1933,18.4,0,0,31.1
7/5/1933,19.3,0,0,40.8
7/6/1933,19.8,0,0,48.8
7/7/1933,17.8,4.1,12.5,58.2
7/8/1933,20.5,0,0,56.1
7/9/1933,19.9,0.8,28.2,56.8
7/10/1933,20.5,0,0,56.4
7/11/1933,19.7,1.8,0,53
7/12/1933,16.3,10.4,8.6,53.8
7/13/1933,18.1,0,0,52.2
7/14/1933,16.6,21.8,24.8,56.4
7/15/1933,16,14,14.6,79.8
7/16/1933,12.3,5.6,4.6,64.9
7/17/1933,14.6,0,0,41.9
7/18/1933,16.1,0,0,34.6
7/19/1933,18.8,0,0,36.7
7/20/1933,17.5,31.2,4.8,43
7/21/1933,19.2,0,0,46.6
7/22/1933,16.2,5.5,2.9,46.6
7/23/1933,17.6,0,1,45.8
7/24/1933,17.3,0,0,41.5
7/25/1933,18.6,0,0,39.7
7/26/1933,20.6,0,0,43.3
7/27/1933,22.8,0,0,52.2
7/28/1933,21.5,0,12,59.3
7/29/1933,17,25.8,32.9,57.9
7/30/1933,13.5,1.4,0.1,66.7
7/31/1933,16.8,0,0,38.2
8/1/1933,16.1,0,0,33.6
8/2/1933,16.5,0,0,29.4
8/3/1933,16.2,0,0,27.8
8/4/1933,17,0,0,30.8
8/5/1933,18.7,0,0,36.4
8/6/1933,20.1,0,0,38.6
8/7/1933,20.4,0,1.9,43.3
8/8/1933,22,0,0,45.2
8/9/1933,22.4,0,0,49.2
8/10/1933,23.6,0,3.1,55.7
8/11/1933,24.1,0,2.1,64.1
8/12/1933,21.9,2.2,12.2,75
8/13/1933,19.7,0,0,72.2
8/14/1933,19.6,4.6,4.9,50.8
8/15/1933,16.4,0.4,8.5,45.8
8/16/1933,18.1,2.6,3.2,39.8
8/17/1933,18.3,0.3,0.5,38.7
8/18/1933,19.5,0,0,37.9
8/19/1933,21.1,0,0,50.2
8/20/1933,21,16.8,21.5,58.2
8/21/1933,15.3,5.7,2.4,64.6
8/22/1933,11.5,10.5,12,40.5
8/23/1933,16,0.7,2,30.6
8/24/1933,14.8,0,0,27.5
8/25/1933,14.6,0,0,23.5
8/26/1933,16.6,0,0,24.4
8/27/1933,16.5,0,0,26.3
8/28/1933,16.5,0,0,24.4
8/29/1933,16.7,0,0,23.5
8/30/1933,15.7,0,0,22.9
8/31/1933,16.7,0,0,22.9
9/1/1933,17.4,0,2.2,22.9
9/2/1933,15.1,0,0,21.1
9/3/1933,15.1,0,0,19
9/4/1933,13.9,0,0,20.2
9/5/1933,13.9,0,0,20.2
9/6/1933,15.5,0,0,21.1
9/7/1933,17.9,0,0,25
9/8/1933,15.5,14.2,23,26.9
9/9/1933,13.7,14,17.3,28.2
9/10/1933,13.2,4.7,0.8,25.3
9/11/1933,15.6,0,0,22.9
9/12/1933,15.1,2.6,2.1,26.3
9/13/1933,15.1,17.4,27,25
9/14/1933,12,20.1,19.7,41.7
9/15/1933,10.9,0,0,22.6
9/16/1933,12.4,0,0,19.6
9/17/1933,15.7,1,25.7,23.2
9/18/1933,15.1,2,1.5,30.4
9/19/1933,14,17.4,19.8,35.3
9/20/1933,14.7,13.9,13.6,43.9
9/21/1933,11.4,27.2,29.5,38.7
9/22/1933,10.2,2.3,1.9,43.6
9/23/1933,11.7,0,0,28.2
9/24/1933,12.6,0,0,22.3
9/25/1933,14.1,0.1,0,19.9
9/26/1933,14.3,0,0,23.8
9/27/1933,15.4,0,0,30.9
9/28/1933,14.8,0,0,31.8
9/29/1933,14.6,0,0,24.4
9/30/1933,14.5,0,0,20.8
10/1/1933,15.8,0,0,20.8
10/2/1933,15.5,0,1,22
10/3/1933,15,0.2,0,20.8
10/4/1933,14.6,0,0,18.2
10/5/1933,14.2,0,0,16
10/6/1933,11.9,0,0,14.6
10/7/1933,13.2,0,0,14.6
10/8/1933,14.7,6.2,7.5,19.6
10/9/1933,13.6,14.7,9.2,26.3
10/10/1933,11.7,0,0,18.5
10/11/1933,13.6,6.5,4,15
10/12/1933,9.4,28.8,34.1,19.6
10/13/1933,6.7,1.8,2,19.3
10/14/1933,5.9,0,0,14
10/15/1933,7.8,0,0,12.2
10/16/1933,6.7,2.6,2.2,10.9
10/17/1933,6.4,3.3,8.4,10.3
10/18/1933,4.3,0,0,9.51
10/19/1933,2.7,0,0,9.11
10/20/1933,6.6,0.1,0.5,9.11
10/21/1933,9.7,0,0,10.5
10/22/1933,8.7,0,0,10.7
10/23/1933,9.5,0,0,10.5
10/24/1933,11.1,0.9,3,10.9
10/25/1933,8.6,11.9,6.5,10.3
10/26/1933,4.7,4.8,9,10.5
10/27/1933,3.4,0,0,9.51
10/28/1933,6.6,17.1,21,8.72
10/29/1933,2.5,1,1,9.11
10/30/1933,3.2,3.8,2,8.72
10/31/1933,2,0.6,0.5,8.36
11/1/1933,5,4.6,4.8,8.18
11/2/1933,5.2,0,0.2,8.36
11/3/1933,2.8,6.9,5.4,8.18
11/4/1933,2.2,1.2,0,7.84
11/5/1933,3.2,0,0,7.48
11/6/1933,3.7,0,0,7.66
11/7/1933,4.7,0,0,7.3
11/8/1933,3.3,0,0,6.95
11/9/1933,2.5,0,0,6.63
11/10/1933,1.3,0,0,6.63
11/11/1933,1,5.1,6.4,6.31
11/12/1933,-0.3,0,0,5.99
11/13/1933,-0.2,0.4,0.3,5.83
11/14/1933,1.6,0,0,5.83
11/15/1933,2.2,0,0,5.51
11/16/1933,2.8,0,0,5.35
11/17/1933,4.9,0,0,5.35
11/18/1933,5.6,0,0,6.95
11/19/1933,13.1,0,0,8.54
11/20/1933,6.3,0,0,9.11
11/21/1933,6.4,0,0.1,9.11
11/22/1933,8.4,0,0.1,8.36
11/23/1933,7.1,1.9,1.5,7.66
11/24/1933,1.7,16,11.6,6.95
11/25/1933,0.6,3.7,5.5,6.47
11/26/1933,-0.2,11.5,5.6,5.99
11/27/1933,-0.5,0.5,0.2,5.51
11/28/1933,-0.9,0,0,5.21
11/29/1933,-0.1,17.7,11.8,4.92
11/30/1933,1.2,0,1.5,4.92
12/1/1933,1.4,0,0,4.5
12/2/1933,-1.1,0,0,4.36
12/3/1933,-1.7,0,0,4.22
12/4/1933,-2.3,0,0,4.22
12/5/1933,-0.7,0,0,4.22
12/6/1933,-0.6,0,0,4.08
12/7/1933,0.8,0.3,0.1,3.94
12/8/1933,-0.4,0,0,3.82
12/9/1933,-2.2,0,0,3.45
12/10/1933,-3.5,0,0,2.97
12/11/1933,-4.1,0,0,3.09
12/12/1933,-4.1,0,0,2.85
12/13/1933,-5.4,0.8,0.3,3.21
12/14/1933,-4.2,3.3,0.8,2.97
12/15/1933,-9,4.3,3.6,2.97
12/16/1933,-10.2,0,0,2.62
12/17/1933,-9.9,0.2,0,2.62
12/18/1933,-9.2,0,0,2.62
12/19/1933,-6.7,0,0,2.62
12/20/1933,-7,0,0,2.62
12/21/1933,-3.3,0,0,2.52
12/22/1933,-3,0,0,2.52
12/23/1933,-2.8,0,0,2.52
12/24/1933,-2.2,0,0,2.52
12/25/1933,-1.4,0,0,2.62
12/26/1933,-1.7,0,0,2.73
12/27/1933,-1.6,0,0,2.52
12/28/1933,-0.5,0,0,2.52
12/29/1933,-0.7,0.6,1.3,2.42
12/30/1933,-1.2,3,3.8,2.42
12/31/1933,-0.7,0,0.4,2.31
1/1/1934,-1.4,0,0,2.13
1/2/1934,-2.6,0,0,2.13
1/3/1934,-1.9,0,0,2.04
1/4/1934,-2.9,0,0,1.96
1/5/1934,0.2,9.4,8.8,2.04
1/6/1934,-3.4,0,0,2.04
1/7/1934,-3.8,0,0,1.87
1/8/1934,-2.2,0,0,1.87
1/9/1934,-3.6,0,0,1.96
1/10/1934,-4.3,0,0,1.78
1/11/1934,-3.9,0,0,1.78
1/12/1934,2.6,4.8,4.3,1.87
1/13/1934,2,5.2,6,2.04
1/14/1934,1.2,3.2,2.5,1.87
1/15/1934,4.3,3.6,4,2.04
1/16/1934,0.6,9.2,10.3,2.04
1/17/1934,0.4,5.1,5.8,1.87
1/18/1934,3.8,13.5,2.5,2.69
1/19/1934,4.5,4,5,4.09
1/20/1934,0.9,0.4,2.2,3.25
1/21/1934,0.6,0,0,2.69
1/22/1934,-2.2,0,0,2.31
1/23/1934,-2.4,0,0,2.22
1/24/1934,-2.5,0,0,2.22
1/25/1934,-2,0,0,2.13
1/26/1934,0.3,0,0,2.04
1/27/1934,1.8,6,16.6,2.22
1/28/1934,1.5,14,6.8,2.22
1/29/1934,-0.4,1,0.6,2.13
1/30/1934,-1.1,0,0,1.96
1/31/1934,-1.2,5.6,5,1.96
2/1/1934,-1.3,3.2,1.3,1.96
2/2/1934,-7.4,0.1,0,1.78
2/3/1934,-8.1,0,0,1.35
2/4/1934,-7.1,0,0,1.52
2/5/1934,-7.6,0,0,1.69
2/6/1934,-4.7,0,0,1.69
2/7/1934,-2.7,0,0,1.69
2/8/1934,-3,0,0,1.87
2/9/1934,-0.4,0,0,2.04
2/10/1934,-0.6,0,0,2.04
2/11/1934,0.6,0,0,2.22
2/12/1934,0.1,0,0,2.22
2/13/1934,1.4,0,0,2.31
2/14/1934,0.1,0,0,2.4
2/15/1934,1.7,0,0,2.4
2/16/1934,-0.1,0,0,2.22
2/17/1934,0.7,0,0,2.31
2/18/1934,0.6,0,0,2.31
2/19/1934,-0.5,0,0,2.58
2/20/1934,-0.4,0,0,2.58
2/21/1934,0.2,0,0,2.49
2/22/1934,1.5,0,0,2.4
2/23/1934,3,0,0,2.58
2/24/1934,0.6,0,0,2.8
2/25/1934,4.6,0,0,2.58
2/26/1934,4.3,0,0,2.8
2/27/1934,4.2,0,1.2,2.69
2/28/1934,-0.5,5,6.1,2.58
3/1/1934,-1.1,4.3,14.7,2.49
3/2/1934,0.6,0,0.2,2.4
3/3/1934,1.1,4.4,5,2.4
3/4/1934,1.1,1.9,0.9,2.22
3/5/1934,-0.6,0,0,2.22
3/6/1934,2.1,0,0,2.13
3/7/1934,2.4,14.6,11.3,2.31
3/8/1934,2.5,0,0,2.4
3/9/1934,2.2,4.2,0,2.4
3/10/1934,4.5,14.6,3.8,2.4
3/11/1934,6.5,0,0.2,2.58
3/12/1934,5.7,12.6,14.7,3.25
3/13/1934,1.2,0,0.1,3.03
3/14/1934,2,0,0,2.8
3/15/1934,2.9,4.7,6.5,2.8
3/16/1934,2,0,0,2.8
3/17/1934,4.2,0,0,2.49
3/18/1934,2.3,4.6,6.8,2.49
3/19/1934,2.2,0,0,2.49
3/20/1934,4.2,3.4,1.5,2.58
3/21/1934,4.1,2.8,0.2,2.8
3/22/1934,4.4,2.6,1.6,2.8
3/23/1934,5.1,0,0,2.92
3/24/1934,5.3,0,0,3.14
3/25/1934,5.7,0,0,3.25
3/26/1934,7,0,0,4.22
3/27/1934,5.1,0,0,5.15
3/28/1934,6.1,0,0,5.3
3/29/1934,7.2,4.7,0,6.36
3/30/1934,8.3,0,0,7.21
3/31/1934,8.6,0,0,8.26
4/1/1934,8.6,0,0,9.03
4/2/1934,9,0.2,0.3,9.62
4/3/1934,6.8,0.1,0,10
4/4/1934,4.7,0,0,9.22
4/5/1934,5.2,0.5,1,7.74
4/6/1934,7.7,0,0,7.56
4/7/1934,9.7,0,0,8.26
4/8/1934,10.1,2.3,4.5,8.65
4/9/1934,6.7,5,12.6,9.42
4/10/1934,6.9,0,0,8.26
4/11/1934,11.5,0,0,8.46
4/12/1934,12.1,2.9,2.5,10.6
4/13/1934,11.1,0,0.2,12.7
4/14/1934,12.1,0,0,13.9
4/15/1934,16.1,0,0,18
4/16/1934,16.7,0,0,22.6
4/17/1934,17.2,0,0,25.2
4/18/1934,15.2,0,0,22.6
4/19/1934,14.7,0,0,18.9
4/20/1934,8.7,6.2,2.5,17
4/21/1934,11.8,0,0,14.8
4/22/1934,9.1,11.9,36.7,16.4
4/23/1934,7.3,15.7,11.2,18.6
4/24/1934,8.1,0,1.2,15.6
4/25/1934,7.1,0.4,0,13.2
4/26/1934,8.7,0,0,11.6
4/27/1934,9.9,0,0,11.9
4/28/1934,9.4,0,0,11.9
4/29/1934,12.7,0,0,11.4
4/30/1934,15.4,0,0,14.1
5/1/1934,15.5,0,3,16.4
5/2/1934,13.8,0,1.9,17.2
5/3/1934,14.1,29,16.5,16.1
5/4/1934,10.2,11.6,19,23.2
5/5/1934,11.7,0.8,3.3,22.6
5/6/1934,12.5,0,0.1,20.1
5/7/1934,12.2,7.2,9.3,18.6
5/8/1934,9.1,0,0.1,18.9
5/9/1934,11,0,0,17.2
5/10/1934,12.9,0,0,18.6
5/11/1934,16.1,0,0,20.7
5/12/1934,14.5,23.9,5.9,22.9
5/13/1934,15.8,0.4,0,23.8
5/14/1934,14.9,1.8,4,24.2
5/15/1934,11.4,0,0.2,24.5
5/16/1934,12.3,16.2,0.1,21.9
5/17/1934,8.1,2.2,1,19.8
5/18/1934,11.9,0,1,17.5
5/19/1934,13.5,0,0.1,19.2
5/20/1934,14.5,3.7,0.1,20.4
5/21/1934,16,0,0,21.3
5/22/1934,17,0,0,24.5
5/23/1934,18.6,0,0,27.5
5/24/1934,17.5,0,0,30.2
5/25/1934,15.8,0,0,27.8
5/26/1934,16,0,0,25.2
5/27/1934,12.5,0,0,22.6
5/28/1934,13.9,0,0,22.2
5/29/1934,15,0,0,24.5
5/30/1934,16.8,0,1,24.5
5/31/1934,13.5,5.7,1.4,24.5
6/1/1934,14.6,5.8,2.5,23.8
6/2/1934,13.7,5.3,7,26.5
6/3/1934,12.5,2.6,4,24.8
6/4/1934,16.2,0.6,3.2,21.3
6/5/1934,11,31.8,19.3,25.8
6/6/1934,14.1,9.4,16.1,23.8
6/7/1934,9.2,0,2,25.2
6/8/1934,15.1,0,0,20.7
6/9/1934,16.2,0,4.9,21.3
6/10/1934,15.5,0,0,20.4
6/11/1934,17.8,11.7,26.5,20.7
6/12/1934,10.1,2.1,0.4,25.8
6/13/1934,14.6,0,0,20.7
6/14/1934,16.7,2,0.6,20.7
6/15/1934,13.4,4.1,17.3,27.2
6/16/1934,16.5,0,0,26.8
6/17/1934,18.4,0,0,28.8
6/18/1934,20.5,0,0,34.1
6/19/1934,16.9,6.5,19.7,39.9
6/20/1934,12.4,21.6,19.9,48.8
6/21/1934,13.5,0,0.2,41.4
6/22/1934,17.2,0,0,32
6/23/1934,20,0,0,34.1
6/24/1934,18.5,4.6,5.6,37.7
6/25/1934,16.6,29.7,34,43.7
6/26/1934,16.3,1,2.2,60.2
6/27/1934,16.6,0,0,43.7
6/28/1934,15.2,30.4,41.7,40.2
6/29/1934,10.2,4.8,5.5,54.4
6/30/1934,13.1,15,19,55.4
7/1/1934,15.3,0,0,63.5
7/2/1934,18.3,0,0,49.6
7/3/1934,19.2,0,0,46.4
7/4/1934,17,0,0,43.7
7/5/1934,17.4,0,0,44.1
7/6/1934,19.7,0,0,46.8
7/7/1934,20.5,0,0,47.6
7/8/1934,20.6,0,0,47.6
7/9/1934,20.7,0,0,49.9
7/10/1934,21.9,0,1.4,51.1
7/11/1934,20.2,1.3,3.1,57.8
7/12/1934,19,0.5,3,56.2
7/13/1934,16.8,10,36.5,55.4
7/14/1934,15,21.6,23.2,51.9
7/15/1934,11.9,15.4,33.8,58.2
7/16/1934,16.1,0,0,52.3
7/17/1934,18,0,0,43.7
7/18/1934,18.9,0,0,41.4
7/19/1934,19.3,0,0,43.7
7/20/1934,19.7,3.1,6.7,46
7/21/1934,17,10.7,10.6,53.4
7/22/1934,16.4,15,3.9,52.3
7/23/1934,14.2,11.4,0.2,39.2
7/24/1934,15.6,15.4,31.7,35.9
7/25/1934,11.8,4.8,7.2,52.7
7/26/1934,15.7,0,0,35.5
7/27/1934,17.5,0,0,35.2
7/28/1934,17.9,0,0,34.8
7/29/1934,17.9,0,0,35.9
7/30/1934,17.5,0,0,38.5
7/31/1934,15.7,10.9,0,41.8
8/1/1934,16.5,3.8,4.5,45.3
8/2/1934,16.1,14.4,9.4,36.3
8/3/1934,15.3,24.8,43.4,64.6
8/4/1934,11.1,24.6,36.7,80.4
8/5/1934,14.3,0,0,55.4
8/6/1934,16.9,0,0,44.9
8/7/1934,15,0.4,1.1,45.7
8/8/1934,15.7,9,1.5,37.4
8/9/1934,15.6,1.7,3.6,34.4
8/10/1934,17.1,0,0,36.3
8/11/1934,18.5,6.2,4.3,37.8
8/12/1934,13.3,0,0.1,40.5
8/13/1934,14,0.4,1.2,27.7
8/14/1934,11.4,10,19,24
8/15/1934,10.6,2.8,2,24
8/16/1934,14,0,0,21
8/17/1934,16.7,0,0,22.3
8/18/1934,17.5,0,0,25
8/19/1934,18.1,0,0,26
8/20/1934,18.8,0,0,26.6
8/21/1934,20,1.9,2,28.4
8/22/1934,19.3,2.1,0.6,34.8
8/23/1934,17.6,10.8,11.5,40.2
8/24/1934,16.3,0,0,44.6
8/25/1934,15.6,4,0.8,30.5
8/26/1934,15.1,0.8,0.2,26.3
8/27/1934,14.7,2,1.6,26.3
8/28/1934,16.3,0.7,0.2,33.7
8/29/1934,13.4,5.1,6,27.7
8/30/1934,12.9,0,0,22
8/31/1934,11.2,17.7,13.1,20.7
9/1/1934,9.9,10,12,19.7
9/2/1934,10.3,0.5,0,17.9
9/3/1934,11.9,0,0,15.6
9/4/1934,15.8,0,0,17
9/5/1934,16.2,4,8.5,20
9/6/1934,17,0,0,29.1
9/7/1934,18.3,0,0,27.7
9/8/1934,18.4,0,0,25.6
9/9/1934,16.9,42,30.5,34.6
9/10/1934,13.4,1.5,5.5,62.4
9/11/1934,13.5,0,0,34.1
9/12/1934,15.5,0.5,1.5,27.4
9/13/1934,14.6,8,7.6,27.4
9/14/1934,15.9,1.5,0,31.6
9/15/1934,15.7,0,0.6,25.6
9/16/1934,15.9,1,2.5,25.3
9/17/1934,15.7,0,0,26.3
9/18/1934,16,0,0,23.3
9/19/1934,14.4,15,9.6,23
9/20/1934,13.6,0,0,23.6
9/21/1934,13.5,1,4.3,18.5
9/22/1934,13.4,0,0,18.5
9/23/1934,13.1,0,0,16.2
9/24/1934,15,0,0,15.9
9/25/1934,15.1,0,0,17.9
9/26/1934,14.4,0,0,16.8
9/27/1934,15,0,0,16.5
9/28/1934,15,0,0,16.8
9/29/1934,15.1,0,0,16.8
9/30/1934,15,0,0,15.9
